id, date, time, day, session, trial, tau, ild, itd, ratio, revno, rove, srove, vrove, correct, answer
2002, 2018-03-13, 13:13:19, 1, 3, 30, 4.000, 10.0, 0.000, -16.000000, 0, 10, 9.019402, -3.171051, 1, 1
2002, 2018-03-13, 13:13:21, 1, 3, 31, 4.000, 10.0, 0.000, -16.000000, 8, 10, 9.669838, 9.652372, 1, 1
2002, 2018-03-13, 13:13:23, 1, 3, 32, 4.000, 10.0, 0.000, -19.000000, 0, 10, 2.806085, 7.708964, 1, 1
2002, 2018-03-13, 13:13:25, 1, 3, 33, 4.000, 10.0, 0.000, -19.000000, 0, 10, -7.910861, 9.735089, 0, 0
2002, 2018-03-13, 13:13:28, 1, 3, 34, 4.000, 10.0, 0.000, -22.000000, 0, 10, 1.180562, 0.398891, 0, 0
2002, 2018-03-13, 13:13:30, 1, 3, 35, 4.000, 10.0, 0.000, -22.000000, 9, 10, 5.046089, -2.344607, 1, 0
2002, 2018-03-13, 13:13:33, 1, 3, 36, 4.000, 10.0, 0.000, -19.000000, 0, 10, -0.868924, 9.550787, 0, 1
2002, 2018-03-13, 13:13:35, 1, 3, 37, 4.000, 10.0, 0.000, -16.000000, 0, 10, 7.393195, 9.019739, 1, 0
2002, 2018-03-13, 13:13:37, 1, 3, 38, 4.000, 10.0, 0.000, -13.000000, 0, 10, 0.600879, 1.036019, 1, 1
2002, 2018-03-13, 13:13:40, 1, 3, 39, 4.000, 10.0, 0.000, -13.000000, 0, 10, 8.218217, 3.418191, 0, 1
2002, 2018-03-13, 13:13:42, 1, 3, 40, 4.000, 10.0, 0.000, -10.000000, 0, 10, -0.075999, -1.941911, 0, 0
2002, 2018-03-13, 13:13:44, 1, 3, 41, 4.000, 10.0, 0.000, -10.000000, 10, 10, 8.605465, 9.627904, 0, 0
2002, 2018-03-13, 13:13:47, 1, 3, 42, 4.000, 10.0, 0.000, -13.000000, 0, 10, 4.262774, 6.960654, 0, 0
2002, 2018-03-13, 13:13:49, 1, 3, 43, 4.000, 10.0, 0.000, -13.000000, 0, 10, 9.436654, 9.049029, 1, 1
2002, 2018-03-13, 13:13:51, 1, 3, 44, 4.000, 10.0, 0.000, -16.000000, 0, 10, 8.128805, -1.893222, 1, 1
